2026-09-14 17:04:59 [INFO] Logging to logs/exp_3.log
2026-09-14 17:04:59 [INFO] Loaded 624 generated negatives from results/ex3-negatives/dpo_negatives_cbtbench.csv
2026-09-14 17:04:59 [INFO] Loading judge model: meta-llama/Llama-3.2-3B-Instruct
2026-09-14 17:06:31 [INFO] [judge] ex02_2_b_5 (sq_ablation): valid=True
2026-09-14 17:06:34 [INFO] [judge] ex02_2_m_1 (sq_ablation): valid=True
2026-09-14 17:06:38 [INFO] [judge] ex02_2_m_2 (sq_ablation): valid=True
2026-09-14 17:06:41 [INFO] [judge] ex02_2_m_3 (sq_ablation): valid=True
2026-09-14 17:06:44 [INFO] [judge] ex02_2_m_4 (sq_ablation): valid=True
2026-09-14 17:06:47 [INFO] [judge] ex02_2_m_5 (sq_ablation): valid=True
2026-09-14 17:06:51 [INFO] [judge] ex02_2_m_6 (sq_ablation): valid=True
2026-09-14 17:06:54 [INFO] [judge] ex02_2_a_1 (sq_ablation): valid=True
2026-09-14 17:06:56 [INFO] [judge] ex02_2_a_2 (sq_ablation): valid=True
2026-09-14 17:07:00 [INFO] [judge] ex02_2_a_3 (sq_ablation): valid=True
2026-09-14 17:07:03 [INFO] [judge] ex02_2_a_4 (sq_ablation): valid=True
2026-09-14 17:07:07 [INFO] [judge] ex02_2_a_5 (sq_ablation): valid=True
2026-09-14 17:07:10 [INFO] [judge] ex03_3_b_1 (sq_ablation): valid=True
2026-09-14 17:07:13 [INFO] [judge] ex03_3_b_2 (sq_ablation): valid=True
2026-09-14 17:07:16 [INFO] [judge] ex03_3_b_3 (sq_ablation): valid=True
2026-09-14 17:07:20 [INFO] [judge] ex03_3_b_4 (sq_ablation): valid=True
2026-09-14 17:07:24 [INFO] [judge] ex03_3_b_5 (sq_ablation): valid=True
2026-09-14 17:07:27 [INFO] [judge] ex03_3_m_1 (sq_ablation): valid=True
2026-09-14 17:07:30 [INFO] [judge] ex03_3_m_2 (sq_ablation): valid=True
2026-09-14 17:07:33 [INFO] [judge] ex03_3_m_3 (sq_ablation): valid=True
2026-09-14 17:07:37 [INFO] [judge] ex03_3_m_4 (sq_ablation): valid=True
2026-09-14 17:07:41 [INFO] [judge] ex03_3_m_5 (sq_ablation): valid=True
2026-09-14 17:07:45 [INFO] [judge] ex03_3_a_1 (sq_ablation): valid=True
2026-09-14 17:07:49 [INFO] [judge] ex03_3_a_2 (sq_ablation): valid=True
2026-09-14 17:07:52 [INFO] [judge] ex03_3_a_3 (sq_ablation): valid=True
2026-09-14 17:07:55 [INFO] [judge] ex03_3_a_4 (sq_ablation): valid=True
2026-09-14 17:07:58 [INFO] [judge] ex03_3_a_5 (sq_ablation): valid=True
2026-09-14 17:08:01 [INFO] [judge] ex04_4_b_1 (sq_ablation): valid=True
2026-09-14 17:08:04 [INFO] [judge] ex04_4_b_2 (sq_ablation): valid=True
2026-09-14 17:08:07 [INFO] [judge] ex04_4_b_3 (sq_ablation): valid=True
2026-09-14 17:08:09 [INFO] [judge] ex04_4_b_4 (sq_ablation): valid=True
2026-09-14 17:08:11 [INFO] [judge] ex04_4_b_5 (sq_ablation): valid=True
2026-09-14 17:08:15 [INFO] [judge] ex04_4_m_1 (sq_ablation): valid=True
2026-09-14 17:08:20 [INFO] [judge] ex04_4_m_2 (sq_ablation): valid=True
2026-09-14 17:08:22 [INFO] [judge] ex04_4_m_3 (sq_ablation): valid=True
2026-09-14 17:08:25 [INFO] [judge] ex04_4_m_4 (sq_ablation): valid=True
2026-09-14 17:08:29 [INFO] [judge] ex04_4_m_5 (sq_ablation): valid=True
2026-09-14 17:08:32 [INFO] [judge] ex04_4_m_6 (sq_ablation): valid=True
2026-09-14 17:08:35 [INFO] [judge] ex04_4_m_7 (sq_ablation): valid=True
2026-09-14 17:08:38 [INFO] [judge] ex04_4_a_1 (sq_ablation): valid=True
2026-09-14 17:08:41 [INFO] [judge] ex04_4_a_2 (sq_ablation): valid=True
2026-09-14 17:08:45 [INFO] [judge] ex04_4_a_3 (sq_ablation): valid=None
2026-09-14 17:08:48 [INFO] [judge] ex04_4_a_4 (sq_ablation): valid=True
2026-09-14 17:08:51 [INFO] [judge] ex04_4_a_5 (sq_ablation): valid=True
2026-09-14 17:08:54 [INFO] [judge] ex05_5_b_1 (sq_ablation): valid=True
2026-09-14 17:08:58 [INFO] [judge] ex05_5_b_2 (sq_ablation): valid=True
2026-09-14 17:09:00 [INFO] [judge] ex05_5_b_3 (sq_ablation): valid=True
2026-09-14 17:09:04 [INFO] [judge] ex05_5_b_4 (sq_ablation): valid=True
2026-09-14 17:09:07 [INFO] [judge] ex05_5_b_5 (sq_ablation): valid=True
2026-09-14 17:09:12 [INFO] [judge] ex05_5_m_1 (sq_ablation): valid=True
2026-09-14 17:09:16 [INFO] [judge] ex05_5_m_2 (sq_ablation): valid=True
2026-09-14 17:09:18 [INFO] [judge] ex05_5_m_3 (sq_ablation): valid=True
2026-09-14 17:09:22 [INFO] [judge] ex05_5_m_4 (sq_ablation): valid=True
2026-09-14 17:09:26 [INFO] [judge] ex05_5_m_5 (sq_ablation): valid=True
2026-09-14 17:09:29 [INFO] [judge] ex05_5_a_1 (sq_ablation): valid=True
2026-09-14 17:09:32 [INFO] [judge] ex05_5_a_2 (sq_ablation): valid=True
2026-09-14 17:09:35 [INFO] [judge] ex05_5_a_3 (sq_ablation): valid=True
2026-09-14 17:09:39 [INFO] [judge] ex05_5_a_4 (sq_ablation): valid=True
2026-09-14 17:09:42 [INFO] [judge] ex05_5_a_5 (sq_ablation): valid=True
2026-09-14 17:09:44 [INFO] [judge] ex05_5_a_6 (sq_ablation): valid=True
2026-09-14 17:09:48 [INFO] [judge] ex06_6_b_1 (sq_ablation): valid=True
2026-09-14 17:09:50 [INFO] [judge] ex06_6_b_2 (sq_ablation): valid=True
2026-09-14 17:09:53 [INFO] [judge] ex06_6_b_3 (sq_ablation): valid=True
2026-09-14 17:09:58 [INFO] [judge] ex06_6_b_4 (sq_ablation): valid=True
2026-09-14 17:10:00 [INFO] [judge] ex06_6_b_5 (sq_ablation): valid=True
2026-09-14 17:10:03 [INFO] [judge] ex06_6_m_1 (sq_ablation): valid=True
2026-09-14 17:10:06 [INFO] [judge] ex06_6_m_2 (sq_ablation): valid=True
2026-09-14 17:10:10 [INFO] [judge] ex06_6_m_3 (sq_ablation): valid=True
2026-09-14 17:10:14 [INFO] [judge] ex06_6_m_4 (sq_ablation): valid=True
2026-09-14 17:10:17 [INFO] [judge] ex06_6_m_5 (sq_ablation): valid=True
2026-09-14 17:10:20 [INFO] [judge] ex06_6_a_1 (sq_ablation): valid=True
2026-09-14 17:10:24 [INFO] [judge] ex06_6_a_2 (sq_ablation): valid=True
2026-09-14 17:10:26 [INFO] [judge] ex06_6_a_3 (sq_ablation): valid=True
2026-09-14 17:10:31 [INFO] [judge] ex06_6_a_4 (sq_ablation): valid=True
2026-09-14 17:10:33 [INFO] [judge] ex06_6_a_5 (sq_ablation): valid=True
2026-09-14 17:10:36 [INFO] [judge] ex07_7_b_1 (sq_ablation): valid=None
2026-09-14 17:10:39 [INFO] [judge] ex07_7_b_2 (sq_ablation): valid=None
2026-09-14 17:10:43 [INFO] [judge] ex07_7_b_3 (sq_ablation): valid=True
2026-09-14 17:10:47 [INFO] [judge] ex07_7_b_4 (sq_ablation): valid=True
2026-09-14 17:10:49 [INFO] [judge] ex07_7_b_5 (sq_ablation): valid=True
2026-09-14 17:10:53 [INFO] [judge] ex07_7_m_1 (sq_ablation): valid=True
2026-09-14 17:10:56 [INFO] [judge] ex07_7_m_2 (sq_ablation): valid=True
2026-09-14 17:10:59 [INFO] [judge] ex07_7_m_3 (sq_ablation): valid=True
2026-09-14 17:11:03 [INFO] [judge] ex07_7_m_4 (sq_ablation): valid=True
2026-09-14 17:11:06 [INFO] [judge] ex07_7_m_5 (sq_ablation): valid=True
2026-09-14 17:11:09 [INFO] [judge] ex07_7_a_1 (sq_ablation): valid=True
2026-09-14 17:11:13 [INFO] [judge] ex07_7_a_2 (sq_ablation): valid=True
2026-09-14 17:11:16 [INFO] [judge] ex07_7_a_3 (sq_ablation): valid=True
2026-09-14 17:11:19 [INFO] [judge] ex07_7_a_4 (sq_ablation): valid=True
2026-09-14 17:11:24 [INFO] [judge] ex07_7_a_5 (sq_ablation): valid=True
2026-09-14 17:11:27 [INFO] [judge] ex07_7_a_6 (sq_ablation): valid=True
2026-09-14 17:11:30 [INFO] [judge] ex07_7_a_7 (sq_ablation): valid=True
2026-09-14 17:11:33 [INFO] [judge] ex08_8_b_1 (sq_ablation): valid=True
2026-09-14 17:11:37 [INFO] [judge] ex08_8_b_2 (sq_ablation): valid=True
2026-09-14 17:11:40 [INFO] [judge] ex08_8_b_3 (sq_ablation): valid=True
2026-09-14 17:11:44 [INFO] [judge] ex08_8_b_4 (sq_ablation): valid=True
2026-09-14 17:11:47 [INFO] [judge] ex08_8_b_5 (sq_ablation): valid=True
2026-09-14 17:11:50 [INFO] [judge] ex08_8_m_1 (sq_ablation): valid=True
2026-09-14 17:11:53 [INFO] [judge] ex08_8_m_2 (sq_ablation): valid=True
2026-09-14 17:11:56 [INFO] [judge] ex08_8_m_3 (sq_ablation): valid=True
2026-09-14 17:11:58 [INFO] [judge] ex08_8_m_4 (sq_ablation): valid=True
2026-09-14 17:12:02 [INFO] [judge] ex08_8_m_5 (sq_ablation): valid=True
2026-09-14 17:12:04 [INFO] [judge] ex08_8_m_6 (sq_ablation): valid=True
2026-09-14 17:12:08 [INFO] [judge] ex08_8_a_1 (sq_ablation): valid=True
2026-09-14 17:12:11 [INFO] [judge] ex08_8_a_2 (sq_ablation): valid=True
2026-09-14 17:12:13 [INFO] [judge] ex08_8_a_3 (sq_ablation): valid=True
2026-09-14 17:12:16 [INFO] [judge] ex08_8_a_4 (sq_ablation): valid=True
2026-09-14 17:12:19 [INFO] [judge] ex08_8_a_5 (sq_ablation): valid=True
2026-09-14 17:12:22 [INFO] [judge] ex09_9_b_1 (sq_ablation): valid=True
2026-09-14 17:12:25 [INFO] [judge] ex09_9_b_2 (sq_ablation): valid=True
2026-09-14 17:12:28 [INFO] [judge] ex09_9_b_3 (sq_ablation): valid=True
2026-09-14 17:12:32 [INFO] [judge] ex09_9_b_4 (sq_ablation): valid=True
2026-09-14 17:12:36 [INFO] [judge] ex09_9_b_5 (sq_ablation): valid=True
2026-09-14 17:12:39 [INFO] [judge] ex09_9_m_1 (sq_ablation): valid=True
2026-09-14 17:12:42 [INFO] [judge] ex09_9_m_2 (sq_ablation): valid=True
2026-09-14 17:12:45 [INFO] [judge] ex09_9_m_3 (sq_ablation): valid=True
2026-09-14 17:12:48 [INFO] [judge] ex09_9_m_4 (sq_ablation): valid=True
2026-09-14 17:12:53 [INFO] [judge] ex09_9_m_5 (sq_ablation): valid=True
2026-09-14 17:12:55 [INFO] [judge] ex09_9_a_1 (sq_ablation): valid=True
2026-09-14 17:12:59 [INFO] [judge] ex09_9_a_2 (sq_ablation): valid=True
2026-09-14 17:13:02 [INFO] [judge] ex09_9_a_3 (sq_ablation): valid=True
2026-09-14 17:13:05 [INFO] [judge] ex09_9_a_4 (sq_ablation): valid=True
2026-09-14 17:13:08 [INFO] [judge] ex09_9_a_5 (sq_ablation): valid=True
2026-09-14 17:13:11 [INFO] [judge] ex10_10_b_1 (sq_ablation): valid=True
2026-09-14 17:13:13 [INFO] [judge] ex10_10_b_2 (sq_ablation): valid=True
2026-09-14 17:13:16 [INFO] [judge] ex10_10_b_3 (sq_ablation): valid=True
2026-09-14 17:13:19 [INFO] [judge] ex10_10_b_4 (sq_ablation): valid=True
2026-09-14 17:13:22 [INFO] [judge] ex10_10_b_5 (sq_ablation): valid=True
2026-09-14 17:13:26 [INFO] [judge] ex10_10_m_1 (sq_ablation): valid=True
2026-09-14 17:13:30 [INFO] [judge] ex10_10_m_2 (sq_ablation): valid=True
2026-09-14 17:13:33 [INFO] [judge] ex10_10_m_3 (sq_ablation): valid=True
2026-09-14 17:13:37 [INFO] [judge] ex10_10_m_4 (sq_ablation): valid=True
2026-09-14 17:13:41 [INFO] [judge] ex10_10_m_5 (sq_ablation): valid=True
2026-09-14 17:13:44 [INFO] [judge] ex10_10_a_1 (sq_ablation): valid=True
2026-09-14 17:13:46 [INFO] [judge] ex10_10_a_2 (sq_ablation): valid=True
2026-09-14 17:13:51 [INFO] [judge] ex10_10_a_3 (sq_ablation): valid=True
2026-09-14 17:13:54 [INFO] [judge] ex10_10_a_4 (sq_ablation): valid=True
2026-09-14 17:13:58 [INFO] [judge] ex10_10_a_5 (sq_ablation): valid=True
2026-09-14 17:14:00 [INFO] [judge] ex01_1_b_1 (ev_ablation): valid=True
2026-09-14 17:14:02 [INFO] [judge] ex01_1_b_2 (ev_ablation): valid=True
2026-09-14 17:14:06 [INFO] [judge] ex01_1_b_3 (ev_ablation): valid=True
2026-09-14 17:14:08 [INFO] [judge] ex01_1_b_4 (ev_ablation): valid=True
2026-09-14 17:14:11 [INFO] [judge] ex01_1_m_1 (ev_ablation): valid=True
2026-09-14 17:14:13 [INFO] [judge] ex01_1_m_2 (ev_ablation): valid=True
2026-09-14 17:14:15 [INFO] [judge] ex01_1_m_3 (ev_ablation): valid=True
2026-09-14 17:14:18 [INFO] [judge] ex01_1_m_4 (ev_ablation): valid=True
2026-09-14 17:14:20 [INFO] [judge] ex01_1_m_5 (ev_ablation): valid=True
2026-09-14 17:14:22 [INFO] [judge] ex01_1_m_6 (ev_ablation): valid=True
2026-09-14 17:14:26 [INFO] [judge] ex01_1_a_1 (ev_ablation): valid=True
2026-09-14 17:14:28 [INFO] [judge] ex01_1_a_2 (ev_ablation): valid=True
2026-09-14 17:14:30 [INFO] [judge] ex01_1_a_3 (ev_ablation): valid=True
2026-09-14 17:14:33 [INFO] [judge] ex01_1_a_4 (ev_ablation): valid=True
2026-09-14 17:14:35 [INFO] [judge] ex02_2_b_1 (ev_ablation): valid=True
2026-09-14 17:14:37 [INFO] [judge] ex02_2_b_2 (ev_ablation): valid=True
2026-09-14 17:14:39 [INFO] [judge] ex02_2_b_3 (ev_ablation): valid=True
2026-09-14 17:14:41 [INFO] [judge] ex02_2_b_4 (ev_ablation): valid=True
2026-09-14 17:14:44 [INFO] [judge] ex02_2_b_5 (ev_ablation): valid=True
2026-09-14 17:14:46 [INFO] [judge] ex02_2_m_1 (ev_ablation): valid=True
2026-09-14 17:14:48 [INFO] [judge] ex02_2_m_2 (ev_ablation): valid=True
2026-09-14 17:14:50 [INFO] [judge] ex02_2_m_3 (ev_ablation): valid=True
2026-09-14 17:14:53 [INFO] [judge] ex02_2_m_4 (ev_ablation): valid=True
2026-09-14 17:14:55 [INFO] [judge] ex02_2_m_5 (ev_ablation): valid=True
2026-09-14 17:14:58 [INFO] [judge] ex02_2_m_6 (ev_ablation): valid=True
2026-09-14 17:15:00 [INFO] [judge] ex02_2_a_1 (ev_ablation): valid=True
2026-09-14 17:15:03 [INFO] [judge] ex02_2_a_2 (ev_ablation): valid=True
2026-09-14 17:15:06 [INFO] [judge] ex02_2_a_3 (ev_ablation): valid=True
2026-09-14 17:15:09 [INFO] [judge] ex02_2_a_4 (ev_ablation): valid=True
2026-09-14 17:15:11 [INFO] [judge] ex02_2_a_5 (ev_ablation): valid=True
2026-09-14 17:15:14 [INFO] [judge] ex03_3_b_1 (ev_ablation): valid=True
2026-09-14 17:15:18 [INFO] [judge] ex03_3_b_2 (ev_ablation): valid=True
2026-09-14 17:15:21 [INFO] [judge] ex03_3_b_3 (ev_ablation): valid=True
2026-09-14 17:15:24 [INFO] [judge] ex03_3_b_4 (ev_ablation): valid=True
2026-09-14 17:15:26 [INFO] [judge] ex03_3_b_5 (ev_ablation): valid=True
2026-09-14 17:15:30 [INFO] [judge] ex03_3_m_1 (ev_ablation): valid=True
2026-09-14 17:15:32 [INFO] [judge] ex03_3_m_2 (ev_ablation): valid=True
2026-09-14 17:15:34 [INFO] [judge] ex03_3_m_3 (ev_ablation): valid=True
2026-09-14 17:15:36 [INFO] [judge] ex03_3_m_4 (ev_ablation): valid=True
2026-09-14 17:15:39 [INFO] [judge] ex03_3_m_5 (ev_ablation): valid=True
2026-09-14 17:15:41 [INFO] [judge] ex03_3_a_1 (ev_ablation): valid=True
2026-09-14 17:15:43 [INFO] [judge] ex03_3_a_2 (ev_ablation): valid=True
2026-09-14 17:15:46 [INFO] [judge] ex03_3_a_3 (ev_ablation): valid=True
2026-09-14 17:15:48 [INFO] [judge] ex03_3_a_4 (ev_ablation): valid=True
2026-09-14 17:15:51 [INFO] [judge] ex03_3_a_5 (ev_ablation): valid=True
2026-09-14 17:15:54 [INFO] [judge] ex04_4_b_1 (ev_ablation): valid=True
2026-09-14 17:15:56 [INFO] [judge] ex04_4_b_2 (ev_ablation): valid=True
2026-09-14 17:15:59 [INFO] [judge] ex04_4_b_3 (ev_ablation): valid=True
2026-09-14 17:16:01 [INFO] [judge] ex04_4_b_4 (ev_ablation): valid=True
2026-09-14 17:16:03 [INFO] [judge] ex04_4_b_5 (ev_ablation): valid=True
2026-09-14 17:16:07 [INFO] [judge] ex04_4_m_1 (ev_ablation): valid=True
2026-09-14 17:16:09 [INFO] [judge] ex04_4_m_2 (ev_ablation): valid=True
2026-09-14 17:16:11 [INFO] [judge] ex04_4_m_3 (ev_ablation): valid=True
2026-09-14 17:16:13 [INFO] [judge] ex04_4_m_4 (ev_ablation): valid=True
2026-09-14 17:16:16 [INFO] [judge] ex04_4_m_5 (ev_ablation): valid=True
2026-09-14 17:16:18 [INFO] [judge] ex04_4_m_6 (ev_ablation): valid=True
2026-09-14 17:16:21 [INFO] [judge] ex04_4_m_7 (ev_ablation): valid=True
2026-09-14 17:16:23 [INFO] [judge] ex04_4_a_1 (ev_ablation): valid=True
2026-09-14 17:16:25 [INFO] [judge] ex04_4_a_2 (ev_ablation): valid=True
2026-09-14 17:16:28 [INFO] [judge] ex04_4_a_3 (ev_ablation): valid=True
2026-09-14 17:16:30 [INFO] [judge] ex04_4_a_4 (ev_ablation): valid=True
2026-09-14 17:16:32 [INFO] [judge] ex04_4_a_5 (ev_ablation): valid=True
2026-09-14 17:16:35 [INFO] [judge] ex05_5_b_1 (ev_ablation): valid=True
2026-09-14 17:16:37 [INFO] [judge] ex05_5_b_2 (ev_ablation): valid=True
2026-09-14 17:16:39 [INFO] [judge] ex05_5_b_3 (ev_ablation): valid=True
2026-09-14 17:16:41 [INFO] [judge] ex05_5_b_4 (ev_ablation): valid=True
2026-09-14 17:16:43 [INFO] [judge] ex05_5_b_5 (ev_ablation): valid=True
2026-09-14 17:16:46 [INFO] [judge] ex05_5_m_1 (ev_ablation): valid=True
2026-09-14 17:16:49 [INFO] [judge] ex05_5_m_2 (ev_ablation): valid=True
2026-09-14 17:16:51 [INFO] [judge] ex05_5_m_3 (ev_ablation): valid=True
2026-09-14 17:16:54 [INFO] [judge] ex05_5_m_4 (ev_ablation): valid=True
2026-09-14 17:16:56 [INFO] [judge] ex05_5_m_5 (ev_ablation): valid=True
2026-09-14 17:16:58 [INFO] [judge] ex05_5_a_1 (ev_ablation): valid=True
2026-09-14 17:17:02 [INFO] [judge] ex05_5_a_2 (ev_ablation): valid=True
2026-09-14 17:17:05 [INFO] [judge] ex05_5_a_3 (ev_ablation): valid=True
2026-09-14 17:17:07 [INFO] [judge] ex05_5_a_4 (ev_ablation): valid=True
2026-09-14 17:17:09 [INFO] [judge] ex05_5_a_5 (ev_ablation): valid=True
2026-09-14 17:17:11 [INFO] [judge] ex05_5_a_6 (ev_ablation): valid=True
2026-09-14 17:17:14 [INFO] [judge] ex06_6_b_1 (ev_ablation): valid=True
2026-09-14 17:17:16 [INFO] [judge] ex06_6_b_2 (ev_ablation): valid=True
2026-09-14 17:17:18 [INFO] [judge] ex06_6_b_3 (ev_ablation): valid=True
2026-09-14 17:17:21 [INFO] [judge] ex06_6_b_4 (ev_ablation): valid=True
2026-09-14 17:17:24 [INFO] [judge] ex06_6_b_5 (ev_ablation): valid=True
2026-09-14 17:17:27 [INFO] [judge] ex06_6_m_1 (ev_ablation): valid=True
2026-09-14 17:17:29 [INFO] [judge] ex06_6_m_2 (ev_ablation): valid=True
2026-09-14 17:17:31 [INFO] [judge] ex06_6_m_3 (ev_ablation): valid=True
2026-09-14 17:17:34 [INFO] [judge] ex06_6_m_4 (ev_ablation): valid=True
2026-09-14 17:17:36 [INFO] [judge] ex06_6_m_5 (ev_ablation): valid=True
2026-09-14 17:17:38 [INFO] [judge] ex06_6_a_1 (ev_ablation): valid=True
2026-09-14 17:17:41 [INFO] [judge] ex06_6_a_2 (ev_ablation): valid=True
2026-09-14 17:17:43 [INFO] [judge] ex06_6_a_3 (ev_ablation): valid=True
2026-09-14 17:17:46 [INFO] [judge] ex06_6_a_4 (ev_ablation): valid=True
2026-09-14 17:17:48 [INFO] [judge] ex06_6_a_5 (ev_ablation): valid=True
2026-09-14 17:17:50 [INFO] [judge] ex07_7_b_1 (ev_ablation): valid=True
2026-09-14 17:17:52 [INFO] [judge] ex07_7_b_2 (ev_ablation): valid=True
2026-09-14 17:17:55 [INFO] [judge] ex07_7_b_3 (ev_ablation): valid=True
2026-09-14 17:17:57 [INFO] [judge] ex07_7_b_4 (ev_ablation): valid=True
2026-09-14 17:18:00 [INFO] [judge] ex07_7_b_5 (ev_ablation): valid=True
2026-09-14 17:18:02 [INFO] [judge] ex07_7_m_1 (ev_ablation): valid=True
2026-09-14 17:18:04 [INFO] [judge] ex07_7_m_2 (ev_ablation): valid=True
2026-09-14 17:18:06 [INFO] [judge] ex07_7_m_3 (ev_ablation): valid=True
2026-09-14 17:18:09 [INFO] [judge] ex07_7_m_4 (ev_ablation): valid=True
2026-09-14 17:18:11 [INFO] [judge] ex07_7_m_5 (ev_ablation): valid=True
2026-09-14 17:18:13 [INFO] [judge] ex07_7_a_1 (ev_ablation): valid=True
2026-09-14 17:18:16 [INFO] [judge] ex07_7_a_2 (ev_ablation): valid=True
2026-09-14 17:18:18 [INFO] [judge] ex07_7_a_3 (ev_ablation): valid=True
2026-09-14 17:18:20 [INFO] [judge] ex07_7_a_4 (ev_ablation): valid=True
2026-09-14 17:18:22 [INFO] [judge] ex07_7_a_5 (ev_ablation): valid=True
2026-09-14 17:18:24 [INFO] [judge] ex07_7_a_6 (ev_ablation): valid=True
2026-09-14 17:18:27 [INFO] [judge] ex07_7_a_7 (ev_ablation): valid=True
2026-09-14 17:18:29 [INFO] [judge] ex08_8_b_1 (ev_ablation): valid=True
2026-09-14 17:18:31 [INFO] [judge] ex08_8_b_2 (ev_ablation): valid=True
2026-09-14 17:18:33 [INFO] [judge] ex08_8_b_3 (ev_ablation): valid=True
2026-09-14 17:18:35 [INFO] [judge] ex08_8_b_4 (ev_ablation): valid=True
2026-09-14 17:18:38 [INFO] [judge] ex08_8_b_5 (ev_ablation): valid=True
2026-09-14 17:18:40 [INFO] [judge] ex08_8_m_1 (ev_ablation): valid=True
2026-09-14 17:18:43 [INFO] [judge] ex08_8_m_2 (ev_ablation): valid=True
2026-09-14 17:18:45 [INFO] [judge] ex08_8_m_3 (ev_ablation): valid=True
2026-09-14 17:18:48 [INFO] [judge] ex08_8_m_4 (ev_ablation): valid=True
2026-09-14 17:18:50 [INFO] [judge] ex08_8_m_5 (ev_ablation): valid=True
2026-09-14 17:18:52 [INFO] [judge] ex08_8_m_6 (ev_ablation): valid=True
2026-09-14 17:18:55 [INFO] [judge] ex08_8_a_1 (ev_ablation): valid=True
2026-09-14 17:18:57 [INFO] [judge] ex08_8_a_2 (ev_ablation): valid=True
2026-09-14 17:18:59 [INFO] [judge] ex08_8_a_3 (ev_ablation): valid=True
2026-09-14 17:19:01 [INFO] [judge] ex08_8_a_4 (ev_ablation): valid=True
2026-09-14 17:19:04 [INFO] [judge] ex08_8_a_5 (ev_ablation): valid=True
2026-09-14 17:19:06 [INFO] [judge] ex09_9_b_1 (ev_ablation): valid=True
2026-09-14 17:19:09 [INFO] [judge] ex09_9_b_2 (ev_ablation): valid=True
2026-09-14 17:19:11 [INFO] [judge] ex09_9_b_3 (ev_ablation): valid=True
2026-09-14 17:19:13 [INFO] [judge] ex09_9_b_4 (ev_ablation): valid=True
2026-09-14 17:19:16 [INFO] [judge] ex09_9_b_5 (ev_ablation): valid=True
2026-09-14 17:19:18 [INFO] [judge] ex09_9_m_1 (ev_ablation): valid=True
2026-09-14 17:19:20 [INFO] [judge] ex09_9_m_2 (ev_ablation): valid=True
